Date,Model,Category,Region,City,Units Sold,Revenue
2024-04-06,Altroz,Premium Hatchback,North,Lucknow,5,4072230
2024-04-06,Nexon,SUV,West,Ahmedabad,3,3804042
2024-04-06,Nexon EV,Electric SUV,Central,Indore,4,5007320
2024-04-06,Altroz,Premium Hatchback,South,Kochi,3,3105384
2024-04-06,Harrier,Premium SUV,South,Chennai,2,3148220
2024-04-06,Curvv,Coupe SUV,West,Ahmedabad,5,9058315
2024-04-06,Harrier,Premium SUV,North,Delhi,2,4344580
2024-04-06,Safari,7-Seater SUV,West,Ahmedabad,3,7059141
2024-04-06,Punch,Compact SUV,North,Lucknow,4,3971688
2024-04-06,Punch,Compact SUV,West,Ahmedabad,4,3156600
2024-04-06,Curvv,Coupe SUV,West,Mumbai,2,2236054
2024-04-06,Tiago,Hatchback,West,Mumbai,1,589931
2024-04-06,Tiago EV,Electric Hatchback,North,Jaipur,4,3845276
2024-04-06,Curvv,Coupe SUV,North,Lucknow,5,6870530
2024-04-06,Nexon EV,Electric SUV,South,Kochi,4,4918280
2024-04-06,Tiago,Hatchback,South,Hyderabad,1,833709
2024-04-06,Nexon,SUV,South,Hyderabad,2,2675284
2024-04-07,Curvv,Coupe SUV,West,Pune,2,2200390
2024-04-07,Punch EV,Electric Compact SUV,Central,Indore,1,1173489
2024-04-07,Harrier,Premium SUV,West,Ahmedabad,4,8508536
2024-04-07,Harrier,Premium SUV,South,Bangalore,5,9951905
2024-04-07,Curvv,Coupe SUV,North,Lucknow,2,3486706
2024-04-07,Tiago EV,Electric Hatchback,East,Kolkata,4,3592808
2024-04-07,Nexon,SUV,West,Pune,5,7203510
2024-04-07,Tiago EV,Electric Hatchback,South,Hyderabad,2,1693162
2024-04-07,Punch,Compact SUV,Central,Indore,3,2057190
2024-04-07,Curvv,Coupe SUV,East,Kolkata,2,3130488
2024-04-07,Tiago EV,Electric Hatchback,South,Bangalore,1,1033031
2024-04-07,Altroz,Premium Hatchback,West,Ahmedabad,5,3755450
2024-04-07,Curvv EV,Electric Coupe SUV,North,Delhi,3,6454416
2024-04-08,Safari,7-Seater SUV,South,Kochi,5,10556570
2024-04-08,Punch,Compact SUV,North,Lucknow,5,3984630
2024-04-08,Curvv,Coupe SUV,East,Kolkata,3,5134476
2024-04-08,Punch EV,Electric Compact SUV,South,Kochi,4,4368700
2024-04-08,Curvv,Coupe SUV,East,Kolkata,2,3159438
2024-04-08,Safari,7-Seater SUV,West,Mumbai,5,9229610
2024-04-08,Tiago EV,Electric Hatchback,West,Ahmedabad,1,985989
2024-04-08,Tiago EV,Electric Hatchback,South,Chennai,4,4307172
2024-04-08,Altroz,Premium Hatchback,West,Mumbai,4,2723292
2024-04-08,Altroz,Premium Hatchback,South,Kochi,1,933973
2024-04-08,Nexon,SUV,South,Hyderabad,1,1477708
2024-04-08,Punch,Compact SUV,West,Mumbai,2,1294000
2024-04-08,Curvv,Coupe SUV,North,Jaipur,4,5899728
2024-04-08,Nexon,SUV,West,Mumbai,4,4689512
2024-04-08,Punch EV,Electric Compact SUV,North,Delhi,3,3436977
2024-04-08,Curvv EV,Electric Coupe SUV,South,Hyderabad,4,7701008
2024-04-08,Punch,Compact SUV,North,Lucknow,4,3243940
2024-04-08,Curvv EV,Electric Coupe SUV,West,Ahmedabad,4,8469752
2024-04-08,Tiago,Hatchback,North,Delhi,3,1585866
2024-04-08,Curvv EV,Electric Coupe SUV,East,Kolkata,2,3685328
2024-04-08,Tiago,Hatchback,North,Delhi,1,597186
2024-04-08,Tigor,Sedan,South,Kochi,3,2338176
2024-04-08,Tiago EV,Electric Hatchback,West,Pune,3,3125778
2024-04-08,Altroz,Premium Hatchback,West,Pune,4,3360748
2024-04-08,Curvv EV,Electric Coupe SUV,West,Ahmedabad,2,4160340
2024-04-08,Nexon,SUV,North,Lucknow,4,5211980
2024-04-08,Safari,7-Seater SUV,North,Delhi,1,2257919
2024-04-08,Tiago,Hatchback,West,Pune,5,3350460
2024-04-08,Punch EV,Electric Compact SUV,West,Mumbai,2,2253024
2024-04-09,Tiago,Hatchback,North,Lucknow,3,2170392
2024-04-09,Curvv EV,Electric Coupe SUV,South,Bangalore,1,1862853
2024-04-09,Curvv EV,Electric Coupe SUV,West,Ahmedabad,1,2152887
2024-04-09,Tigor,Sedan,North,Delhi,4,3101316
2024-04-09,Harrier,Premium SUV,West,Ahmedabad,2,4753974
2024-04-09,Tiago,Hatchback,South,Hyderabad,2,1310732
2024-04-09,Nexon,SUV,North,Jaipur,5,4000365
2024-04-09,Tiago EV,Electric Hatchback,Central,Indore,5,4184290
2024-04-09,Curvv,Coupe SUV,West,Pune,2,3213792
2024-04-09,Harrier,Premium SUV,West,Mumbai,5,11710480
2024-04-09,Curvv,Coupe SUV,West,Pune,1,1368697
2024-04-09,Tiago,Hatchback,West,Ahmedabad,1,526466
2024-04-09,Tigor,Sedan,West,Pune,1,808303
2024-04-09,Punch EV,Electric Compact SUV,West,Mumbai,2,2454520
2024-04-09,Tiago EV,Electric Hatchback,West,Mumbai,3,2492175
2024-04-09,Safari,7-Seater SUV,North,Delhi,1,2514944
2024-04-09,Curvv,Coupe SUV,North,Lucknow,4,5858348
2024-04-09,Punch EV,Electric Compact SUV,West,Pune,2,2108956
2024-04-09,Punch EV,Electric Compact SUV,North,Lucknow,3,3648660
2024-04-09,Tiago EV,Electric Hatchback,West,Mumbai,5,5015130
2024-04-09,Curvv,Coupe SUV,West,Mumbai,5,7417940
2024-04-09,Safari,7-Seater SUV,North,Lucknow,4,6780712
2024-04-09,Nexon,SUV,South,Bangalore,5,6680535
2024-04-09,Harrier,Premium SUV,West,Mumbai,5,11010270
2024-04-09,Tiago EV,Electric Hatchback,North,Jaipur,5,4815190
2024-04-10,Tiago EV,Electric Hatchback,North,Lucknow,5,5332845
2024-04-10,Nexon EV,Electric SUV,South,Bangalore,3,4823190
2024-04-10,Harrier,Premium SUV,West,Ahmedabad,3,6455763
2024-04-10,Tigor,Sedan,North,Jaipur,4,3528040
2024-04-10,Curvv,Coupe SUV,West,Pune,2,2937408
2024-04-10,Safari,7-Seater SUV,North,Jaipur,2,4082860
2024-04-10,Tiago,Hatchback,West,Mumbai,5,3654150
2024-04-10,Punch,Compact SUV,South,Hyderabad,3,2567757
2024-04-10,Altroz,Premium Hatchback,North,Lucknow,3,1975095
2024-04-10,Punch,Compact SUV,South,Chennai,2,1603328
2024-04-10,Tiago EV,Electric Hatchback,South,Bangalore,1,834412
2024-04-10,Altroz,Premium Hatchback,West,Pune,4,4203728
2024-04-10,Curvv EV,Electric Coupe SUV,North,Jaipur,1,1845240
2024-04-10,Tiago,Hatchback,North,Jaipur,2,1560682
2024-04-10,Nexon,SUV,East,Kolkata,4,4494300
2024-04-10,Punch EV,Electric Compact SUV,South,Kochi,1,1335917
2024-04-10,Harrier,Premium SUV,West,Ahmedabad,1,1940549
2024-04-10,Altroz,Premium Hatchback,West,Mumbai,5,3980215
2024-04-10,Curvv,Coupe SUV,South,Kochi,2,3392320
2024-04-10,Harrier,Premium SUV,South,Kochi,1,1891853
2024-04-10,Punch EV,Electric Compact SUV,West,Pune,2,2491974
2024-04-10,Nexon EV,Electric SUV,North,Delhi,2,2523900
2024-04-10,Curvv,Coupe SUV,North,Lucknow,1,1382287
2024-04-10,Punch,Compact SUV,North,Jaipur,1,971805
2024-04-10,Harrier,Premium SUV,West,Pune,5,11711755
2024-04-10,Tiago,Hatchback,West,Mumbai,3,2192214
2024-04-10,Punch EV,Electric Compact SUV,West,Mumbai,3,3679803
2024-04-10,Curvv EV,Electric Coupe SUV,East,Kolkata,3,6041241
2024-04-10,Safari,7-Seater SUV,West,Mumbai,3,8087217
2024-04-10,Punch,Compact SUV,South,Hyderabad,1,917114
2024-04-10,Harrier,Premium SUV,North,Lucknow,3,7355643
2024-04-10,Nexon,SUV,West,Ahmedabad,5,6960300
2024-04-10,Punch,Compact SUV,Central,Indore,1,926238
2024-04-10,Curvv,Coupe SUV,South,Bangalore,4,7311848
2024-04-10,Nexon EV,Electric SUV,North,Lucknow,1,1211067
2024-04-10,Punch EV,Electric Compact SUV,North,Jaipur,4,5422196
2024-04-10,Tiago,Hatchback,South,Kochi,4,3096044
2024-04-10,Punch,Compact SUV,East,Kolkata,3,1926960
2024-04-10,Tigor,Sedan,South,Kochi,4,3215244
2024-04-10,Punch,Compact SUV,North,Delhi,4,3992240
2024-04-11,Curvv,Coupe SUV,South,Bangalore,5,6459125
2024-04-11,Nexon,SUV,West,Mumbai,4,5166244
2024-04-11,Tiago,Hatchback,North,Jaipur,1,679456
2024-04-11,Curvv EV,Electric Coupe SUV,North,Jaipur,3,5971950
2024-04-11,Nexon,SUV,East,Kolkata,1,1067329
2024-04-11,Punch EV,Electric Compact SUV,South,Kochi,4,5016124
2024-04-11,Curvv EV,Electric Coupe SUV,South,Kochi,5,10340855
2024-04-11,Altroz,Premium Hatchback,Central,Indore,4,2970436
2024-04-11,Safari,7-Seater SUV,West,Mumbai,1,2033336
2024-04-11,Tiago,Hatchback,South,Chennai,1,691627
2024-04-11,Punch,Compact SUV,Central,Indore,5,4084295
2024-04-11,Punch,Compact SUV,West,Ahmedabad,3,2727168
2024-04-11,Nexon EV,Electric SUV,North,Lucknow,4,5173444
2024-04-11,Nexon,SUV,South,Kochi,3,4321323
2024-04-11,Safari,7-Seater SUV,South,Kochi,4,9717720
2024-04-11,Safari,7-Seater SUV,South,Kochi,1,2117239
2024-04-11,Punch EV,Electric Compact SUV,South,Hyderabad,5,5555400
2024-04-11,Nexon,SUV,South,Hyderabad,1,1428184
2024-04-11,Punch EV,Electric Compact SUV,West,Mumbai,1,1005254
2024-04-11,Nexon,SUV,West,Pune,2,2045124
2024-04-11,Safari,7-Seater SUV,North,Lucknow,2,3707850
2024-04-11,Tiago EV,Electric Hatchback,West,Ahmedabad,4,3315060
2024-04-11,Nexon EV,Electric SUV,South,Hyderabad,5,6802010
2024-04-11,Curvv,Coupe SUV,South,Bangalore,4,6122964
2024-04-11,Nexon,SUV,South,Chennai,5,7453590
2024-04-11,Curvv EV,Electric Coupe SUV,South,Hyderabad,3,5515107
2024-04-11,Harrier,Premium SUV,Central,Indore,3,5305518
2024-04-11,Nexon EV,Electric SUV,South,Bangalore,1,1326375
2024-04-11,Nexon EV,Electric SUV,South,Kochi,1,1261440
2024-04-11,Punch,Compact SUV,South,Hyderabad,3,2550708
2024-04-11,Tigor,Sedan,North,Lucknow,3,1956741
2024-04-11,Curvv,Coupe SUV,South,Hyderabad,1,1220957
2024-04-11,Punch EV,Electric Compact SUV,North,Jaipur,3,3579459
2024-04-11,Harrier,Premium SUV,South,Bangalore,2,3986818
2024-04-11,Altroz,Premium Hatchback,West,Mumbai,5,5237295
2024-04-11,Harrier,Premium SUV,North,Lucknow,4,7015916
2024-04-11,Punch,Compact SUV,West,Ahmedabad,3,2062407
2024-04-11,Altroz,Premium Hatchback,South,Bangalore,2,1454358
2024-04-11,Safari,7-Seater SUV,South,Chennai,3,5560656
2024-04-12,Curvv EV,Electric Coupe SUV,South,Chennai,5,9416020
2024-04-12,Curvv EV,Electric Coupe SUV,West,Ahmedabad,5,10822195
2024-04-12,Tigor,Sedan,South,Hyderabad,4,2747664
2024-04-12,Nexon EV,Electric SUV,West,Mumbai,4,5213720
2024-04-12,Harrier,Premium SUV,South,Hyderabad,1,1512914
2024-04-12,Tigor,Sedan,Central,Indore,3,2312274
2024-04-12,Altroz,Premium Hatchback,Central,Indore,5,3366125
2024-04-12,Safari,7-Seater SUV,North,Jaipur,2,4327278
2024-04-12,Tiago,Hatchback,West,Ahmedabad,5,2917425
2024-04-12,Nexon EV,Electric SUV,West,Pune,2,2783058
2024-04-12,Curvv EV,Electric Coupe SUV,South,Hyderabad,5,9655230
2024-04-12,Curvv EV,Electric Coupe SUV,South,Bangalore,5,8996170
2024-04-12,Curvv EV,Electric Coupe SUV,Central,Indore,4,6848856
2024-04-12,Tigor,Sedan,South,Bangalore,3,2596875
2024-04-12,Tiago EV,Electric Hatchback,Central,Indore,2,1999012
2024-04-12,Tiago,Hatchback,North,Jaipur,1,692513
2024-04-13,Nexon EV,Electric SUV,South,Bangalore,2,2838372
2024-04-13,Nexon,SUV,South,Chennai,1,1228624
2024-04-13,Tiago EV,Electric Hatchback,South,Hyderabad,1,833300
2024-04-13,Punch,Compact SUV,South,Hyderabad,2,1342268
2024-04-13,Curvv,Coupe SUV,West,Ahmedabad,1,1813107
2024-04-13,Harrier,Premium SUV,East,Kolkata,1,2369721
2024-04-13,Safari,7-Seater SUV,West,Ahmedabad,4,9030884
2024-04-13,Tigor,Sedan,Central,Indore,5,4335160
2024-04-13,Curvv EV,Electric Coupe SUV,South,Kochi,4,7243636
2024-04-13,Curvv EV,Electric Coupe SUV,West,Ahmedabad,1,1823925
2024-04-13,Tiago EV,Electric Hatchback,North,Lucknow,5,5408045
2024-04-13,Tiago EV,Electric Hatchback,West,Mumbai,5,4081325
2024-04-13,Curvv EV,Electric Coupe SUV,South,Hyderabad,2,3930450
2024-04-13,Nexon,SUV,North,Jaipur,5,6887550
2024-04-13,Curvv EV,Electric Coupe SUV,North,Delhi,2,4138674
2024-04-13,Nexon,SUV,South,Kochi,2,2981948
2024-04-13,Punch EV,Electric Compact SUV,West,Pune,3,3712350
2024-04-13,Curvv EV,Electric Coupe SUV,Central,Indore,3,6429129
2024-04-13,Harrier,Premium SUV,South,Kochi,4,9322308
2024-04-13,Tigor,Sedan,East,Kolkata,3,2322465
2024-04-13,Punch,Compact SUV,South,Bangalore,3,2403111
2024-04-13,Nexon,SUV,South,Bangalore,2,1625216
2024-04-13,Nexon EV,Electric SUV,South,Kochi,2,3223054
2024-04-13,Safari,7-Seater SUV,West,Pune,3,6341316
2024-04-13,Nexon,SUV,North,Lucknow,5,6027125
2024-04-13,Punch,Compact SUV,South,Chennai,5,3149110
2024-04-13,Tiago EV,Electric Hatchback,North,Delhi,5,4985875
2024-04-13,Tiago,Hatchback,Central,Indore,4,3196008
2024-04-13,Punch EV,Electric Compact SUV,South,Kochi,2,2634610
2024-04-13,Punch EV,Electric Compact SUV,East,Kolkata,3,3116766
2024-04-13,Tiago,Hatchback,West,Pune,5,3023450
2024-04-13,Nexon EV,Electric SUV,Central,Indore,2,3046292
2024-04-14,Punch,Compact SUV,West,Pune,2,1810496
2024-04-14,Nexon EV,Electric SUV,Central,Indore,4,4830848
2024-04-14,Safari,7-Seater SUV,Central,Indore,2,5133162
2024-04-14,Nexon EV,Electric SUV,South,Hyderabad,4,6467220
2024-04-14,Punch,Compact SUV,West,Mumbai,2,1641984
2024-04-14,Curvv,Coupe SUV,South,Chennai,1,1377795
2024-04-14,Tigor,Sedan,North,Lucknow,3,2824470
2024-04-14,Curvv,Coupe SUV,West,Pune,2,2662654
2024-04-14,Curvv,Coupe SUV,West,Mumbai,5,7009695
2024-04-14,Punch EV,Electric Compact SUV,East,Kolkata,1,1073490
2024-04-14,Harrier,Premium SUV,South,Hyderabad,2,4147386
2024-04-14,Nexon EV,Electric SUV,North,Jaipur,5,7526815
2024-04-14,Curvv,Coupe SUV,West,Mumbai,5,7697040
2024-04-14,Nexon EV,Electric SUV,West,Pune,1,1475400
2024-04-14,Punch,Compact SUV,North,Delhi,1,841376
2024-04-14,Punch,Compact SUV,East,Kolkata,5,4951795
2024-04-14,Nexon,SUV,South,Chennai,4,3307652
2024-04-14,Harrier,Premium SUV,West,Pune,5,7653850
2024-04-14,Nexon EV,Electric SUV,South,Kochi,3,4478208
2024-04-15,Safari,7-Seater SUV,East,Kolkata,3,5967555
2024-04-15,Tiago EV,Electric Hatchback,South,Bangalore,1,904020
2024-04-15,Nexon,SUV,West,Pune,4,5279460
2024-04-15,Tigor,Sedan,South,Chennai,5,3586290
2024-04-15,Punch,Compact SUV,Central,Indore,5,3199025
2024-04-15,Curvv,Coupe SUV,North,Jaipur,1,1839942
2024-04-15,Safari,7-Seater SUV,South,Chennai,5,10864675
2024-04-15,Curvv EV,Electric Coupe SUV,South,Chennai,1,2104298
2024-04-15,Punch EV,Electric Compact SUV,West,Ahmedabad,5,6279815
2024-04-15,Altroz,Premium Hatchback,West,Pune,5,5126870
2024-04-15,Safari,7-Seater SUV,South,Bangalore,1,1804865
2024-04-15,Nexon EV,Electric SUV,West,Mumbai,1,1625058
2024-04-15,Nexon EV,Electric SUV,Central,Indore,4,5385676
2024-04-15,Tiago EV,Electric Hatchback,South,Bangalore,5,4239850
2024-04-15,Curvv EV,Electric Coupe SUV,Central,Indore,2,3509886
2024-04-15,Punch,Compact SUV,South,Bangalore,4,3148272
2024-04-15,Punch EV,Electric Compact SUV,Central,Indore,4,4648372
2024-04-15,Tigor,Sedan,West,Mumbai,2,1260042
2024-04-15,Nexon,SUV,South,Kochi,2,1824160
2024-04-15,Nexon,SUV,North,Delhi,4,5413856
2024-04-15,Punch,Compact SUV,West,Ahmedabad,1,761700
2024-04-15,Nexon,SUV,Central,Indore,2,1894766
2024-04-15,Tiago EV,Electric Hatchback,South,Hyderabad,5,5427225
2024-04-15,Nexon EV,Electric SUV,North,Delhi,1,1479478
2024-04-15,Altroz,Premium Hatchback,North,Lucknow,2,1325350
2024-04-15,Tigor,Sedan,South,Chennai,1,737212
2024-04-15,Punch,Compact SUV,West,Pune,3,2004924
2024-04-15,Tiago EV,Electric Hatchback,South,Bangalore,4,3387548
2024-04-15,Nexon EV,Electric SUV,North,Lucknow,1,1205077
2024-04-15,Punch EV,Electric Compact SUV,South,Hyderabad,2,2101568
2024-04-15,Tiago,Hatchback,West,Mumbai,1,741006
2024-04-15,Punch EV,Electric Compact SUV,South,Kochi,2,2794544
2024-04-15,Altroz,Premium Hatchback,North,Delhi,2,1716238
2024-04-15,Curvv,Coupe SUV,South,Bangalore,2,2408878
2024-04-15,Nexon EV,Electric SUV,South,Kochi,1,1239406
2024-04-15,Harrier,Premium SUV,South,Kochi,4,6134168
2024-04-15,Nexon,SUV,West,Mumbai,5,7421890
2024-04-15,Nexon EV,Electric SUV,North,Delhi,5,6817195
2024-04-15,Tiago,Hatchback,North,Delhi,3,2110533
2024-04-15,Punch EV,Electric Compact SUV,West,Pune,1,1369369
2024-04-15,Harrier,Premium SUV,West,Pune,1,2481122
2024-04-15,Tiago EV,Electric Hatchback,West,Ahmedabad,2,2114774
2024-04-16,Tiago,Hatchback,South,Kochi,3,2073246
2024-04-16,Tiago,Hatchback,Central,Indore,5,3945480
2024-04-16,Tiago,Hatchback,West,Pune,2,1367872
2024-04-16,Harrier,Premium SUV,South,Chennai,2,3760048
2024-04-16,Tiago,Hatchback,North,Delhi,4,2393200
2024-04-16,Tigor,Sedan,South,Bangalore,3,1907322
2024-04-16,Tiago,Hatchback,East,Kolkata,5,3213305
2024-04-16,Tigor,Sedan,North,Delhi,4,2912236
2024-04-16,Tiago,Hatchback,South,Hyderabad,1,677170
2024-04-16,Punch,Compact SUV,South,Chennai,2,1889466
2024-04-16,Nexon,SUV,West,Mumbai,5,6075160
2024-04-16,Tiago EV,Electric Hatchback,South,Chennai,1,878553
2024-04-16,Safari,7-Seater SUV,West,Mumbai,4,8795428
2024-04-16,Punch,Compact SUV,South,Kochi,2,1554384
2024-04-16,Punch EV,Electric Compact SUV,South,Kochi,4,4870052
2024-04-16,Altroz,Premium Hatchback,South,Chennai,2,1890834
2024-04-16,Tiago,Hatchback,South,Chennai,4,2472460
2024-04-16,Curvv,Coupe SUV,North,Jaipur,3,4511568
2024-04-16,Safari,7-Seater SUV,South,Chennai,2,3524376
2024-04-16,Punch EV,Electric Compact SUV,South,Hyderabad,5,5050940
2024-04-17,Tiago,Hatchback,North,Jaipur,3,1660386
2024-04-17,Tigor,Sedan,South,Bangalore,4,3423708
2024-04-17,Altroz,Premium Hatchback,West,Mumbai,1,1024010
2024-04-17,Safari,7-Seater SUV,West,Pune,5,10278830
2024-04-17,Curvv,Coupe SUV,North,Delhi,3,4231011
2024-04-17,Altroz,Premium Hatchback,West,Mumbai,1,768042
2024-04-17,Punch EV,Electric Compact SUV,East,Kolkata,3,3567417
2024-04-17,Nexon EV,Electric SUV,Central,Indore,3,4211073
2024-04-17,Curvv EV,Electric Coupe SUV,East,Kolkata,2,3461502
2024-04-17,Punch,Compact SUV,North,Jaipur,1,999914
2024-04-18,Tiago,Hatchback,South,Bangalore,2,1177400
2024-04-18,Tiago,Hatchback,North,Delhi,4,2729928
2024-04-18,Punch,Compact SUV,North,Lucknow,5,4435360
2024-04-18,Punch EV,Electric Compact SUV,West,Mumbai,4,5560552
2024-04-18,Tiago,Hatchback,North,Lucknow,1,755120
2024-04-18,Altroz,Premium Hatchback,West,Mumbai,4,3320464
2024-04-18,Punch,Compact SUV,Central,Indore,5,3423405
2024-04-18,Tigor,Sedan,West,Ahmedabad,4,3729588
2024-04-18,Altroz,Premium Hatchback,West,Mumbai,3,2581098
2024-04-18,Punch,Compact SUV,West,Pune,2,1894026
2024-04-18,Nexon,SUV,South,Kochi,5,7288830
2024-04-18,Safari,7-Seater SUV,South,Chennai,5,12272325
2024-04-18,Altroz,Premium Hatchback,West,Pune,5,5198965
2024-04-18,Curvv,Coupe SUV,North,Jaipur,4,7290780
2024-04-18,Nexon,SUV,West,Mumbai,2,1607330
2024-04-18,Safari,7-Seater SUV,North,Jaipur,4,6873880
2024-04-18,Tiago,Hatchback,South,Chennai,4,2711688
2024-04-18,Harrier,Premium SUV,East,Kolkata,4,7579552
2024-04-18,Safari,7-Seater SUV,North,Delhi,3,6483771
2024-04-18,Nexon,SUV,Central,Indore,4,3682332
2024-04-18,Curvv,Coupe SUV,North,Lucknow,4,5239140
2024-04-18,Altroz,Premium Hatchback,South,Chennai,1,805500
2024-04-18,Altroz,Premium Hatchback,North,Lucknow,3,2508570
2024-04-18,Tiago,Hatchback,North,Jaipur,1,526078
2024-04-18,Nexon,SUV,South,Kochi,5,4096805
2024-04-18,Tigor,Sedan,Central,Indore,5,3917740
2024-04-18,Safari,7-Seater SUV,West,Ahmedabad,2,4421772
2024-04-18,Tigor,Sedan,East,Kolkata,2,1670892
2024-04-18,Curvv EV,Electric Coupe SUV,South,Bangalore,5,9166385
2024-04-18,Harrier,Premium SUV,West,Pune,1,1539868
2024-04-18,Punch EV,Electric Compact SUV,West,Mumbai,5,6365000
2024-04-18,Nexon,SUV,East,Kolkata,3,2578320
2024-04-18,Curvv,Coupe SUV,North,Jaipur,1,1276946
2024-04-18,Curvv EV,Electric Coupe SUV,West,Pune,3,5795130
2024-04-18,Tiago,Hatchback,South,Bangalore,2,1438662
2024-04-18,Tiago,Hatchback,West,Ahmedabad,3,1676703
2024-04-18,Tiago EV,Electric Hatchback,West,Mumbai,4,3226744
2024-04-18,Nexon,SUV,South,Bangalore,3,2934141
2024-04-18,Altroz,Premium Hatchback,South,Hyderabad,2,1992838
2024-04-18,Curvv,Coupe SUV,North,Delhi,2,2533946
2024-04-18,Curvv EV,Electric Coupe SUV,North,Delhi,4,7683448
2024-04-18,Nexon,SUV,South,Bangalore,5,4147665
2024-04-18,Punch EV,Electric Compact SUV,South,Hyderabad,3,3108942
2024-04-18,Tiago EV,Electric Hatchback,South,Hyderabad,3,2449671
2024-04-18,Punch,Compact SUV,West,Pune,2,1670948
2024-04-18,Punch EV,Electric Compact SUV,West,Mumbai,3,3864075
2024-04-18,Safari,7-Seater SUV,North,Jaipur,2,3576520
2024-04-18,Tiago EV,Electric Hatchback,South,Chennai,5,4535205
2024-04-19,Punch EV,Electric Compact SUV,Central,Indore,4,5296956
2024-04-19,Curvv,Coupe SUV,North,Delhi,1,1797798
2024-04-19,Nexon EV,Electric SUV,South,Bangalore,5,7109615
2024-04-19,Curvv,Coupe SUV,South,Kochi,3,4365456
2024-04-19,Punch,Compact SUV,South,Bangalore,1,800680
2024-04-19,Safari,7-Seater SUV,West,Pune,3,7221903
2024-04-19,Tiago EV,Electric Hatchback,West,Pune,3,3129078
2024-04-19,Nexon EV,Electric SUV,South,Hyderabad,4,5155620
2024-04-19,Altroz,Premium Hatchback,West,Mumbai,5,3935460
2024-04-19,Altroz,Premium Hatchback,West,Mumbai,1,990142
2024-04-19,Safari,7-Seater SUV,South,Chennai,5,9377835
2024-04-19,Altroz,Premium Hatchback,West,Ahmedabad,1,954151
2024-04-19,Punch EV,Electric Compact SUV,South,Bangalore,5,6132275
2024-04-19,Punch,Compact SUV,West,Mumbai,2,1746272
2024-04-19,Altroz,Premium Hatchback,South,Kochi,3,3152784
2024-04-19,Punch,Compact SUV,East,Kolkata,2,1754394
2024-04-19,Curvv,Coupe SUV,South,Bangalore,3,5150034
2024-04-19,Altroz,Premium Hatchback,South,Bangalore,1,779035
2024-04-19,Nexon,SUV,South,Kochi,5,6146465
2024-04-19,Altroz,Premium Hatchback,North,Lucknow,1,931397
2024-04-19,Punch,Compact SUV,North,Lucknow,5,3092595
2024-04-19,Altroz,Premium Hatchback,South,Bangalore,5,5494605
2024-04-19,Harrier,Premium SUV,North,Lucknow,1,2391500
2024-04-20,Harrier,Premium SUV,West,Mumbai,4,8050956
2024-04-20,Harrier,Premium SUV,West,Mumbai,5,8679540
2024-04-20,Tiago,Hatchback,South,Chennai,5,3882265
2024-04-20,Safari,7-Seater SUV,West,Mumbai,1,2453381
2024-04-20,Curvv,Coupe SUV,West,Ahmedabad,4,7320828
2024-04-20,Tigor,Sedan,North,Lucknow,2,1268332
2024-04-20,Punch EV,Electric Compact SUV,South,Kochi,1,1385065
2024-04-20,Tiago,Hatchback,South,Hyderabad,1,756695
2024-04-20,Punch,Compact SUV,North,Lucknow,4,2473408
2024-04-20,Punch EV,Electric Compact SUV,South,Hyderabad,4,4614960
2024-04-20,Safari,7-Seater SUV,South,Hyderabad,3,4804131
2024-04-20,Tigor,Sedan,North,Lucknow,1,762217
2024-04-20,Harrier,Premium SUV,North,Jaipur,4,9349072
2024-04-20,Tigor,Sedan,West,Ahmedabad,2,1779132
2024-04-20,Curvv,Coupe SUV,East,Kolkata,2,2244204
2024-04-20,Curvv EV,Electric Coupe SUV,South,Kochi,3,6271956
2024-04-20,Altroz,Premium Hatchback,West,Pune,4,3490472
2024-04-20,Punch EV,Electric Compact SUV,South,Hyderabad,5,6210690
2024-04-20,Punch EV,Electric Compact SUV,South,Bangalore,5,5988630
2024-04-20,Nexon,SUV,Central,Indore,4,4150348
2024-04-20,Nexon,SUV,Central,Indore,4,4116204
2024-04-20,Nexon,SUV,East,Kolkata,2,2625564
2024-04-20,Tiago,Hatchback,South,Chennai,5,2706690
2024-04-20,Punch EV,Electric Compact SUV,South,Kochi,1,1171161
2024-04-20,Tigor,Sedan,West,Pune,3,1971771
2024-04-20,Safari,7-Seater SUV,North,Delhi,2,4392646
2024-04-20,Harrier,Premium SUV,West,Mumbai,4,7665872
2024-04-20,Nexon EV,Electric SUV,South,Kochi,2,2557614
2024-04-20,Punch EV,Electric Compact SUV,North,Jaipur,4,4806668
2024-04-20,Curvv EV,Electric Coupe SUV,North,Jaipur,1,2036037
2024-04-20,Curvv,Coupe SUV,Central,Indore,4,4140060
2024-04-21,Curvv EV,Electric Coupe SUV,South,Kochi,1,2005666
2024-04-21,Punch,Compact SUV,West,Ahmedabad,1,683960
2024-04-21,Curvv,Coupe SUV,East,Kolkata,2,2498582
2024-04-21,Tigor,Sedan,Central,Indore,2,1662878
2024-04-21,Safari,7-Seater SUV,Central,Indore,2,5039850
2024-04-21,Harrier,Premium SUV,North,Jaipur,1,1570655
2024-04-21,Harrier,Premium SUV,North,Delhi,5,8877795
2024-04-21,Harrier,Premium SUV,East,Kolkata,1,1697595
2024-04-21,Altroz,Premium Hatchback,South,Kochi,4,4101028
2024-04-21,Punch,Compact SUV,West,Pune,5,3374570
2024-04-21,Tigor,Sedan,North,Delhi,1,656965
